caldt,vwretd
1967-01-12,0.005980
1967-01-13,0.006896
1967-01-16,-0.001745
1967-01-17,0.011321
1967-01-18,0.005266
1967-01-19,0.000762
1967-01-20,0.003961
1967-01-23,0.003518
1967-01-24,0.002213
1967-01-25,-0.006591
1967-01-26,0.000528
1967-01-27,0.004829
1967-01-30,0.005636
1967-01-31,-0.000678
1967-02-01,-0.001304
1967-02-02,0.003521
1967-02-03,0.007219
1967-02-06,-0.001309
1967-02-07,-0.001643
1967-02-08,0.008904
1967-02-09,-0.003716
1967-02-10,0.002763
1967-02-13,0.001515
1967-02-14,0.007408
1967-02-15,0.000698
1967-02-16,-0.004049
1967-02-17,0.000321
1967-02-20,-0.004769
1967-02-21,0.000161
1967-02-23,0.001476
1967-02-24,0.000930
1967-02-27,-0.010845
1967-02-28,0.003874
1967-03-01,0.009989
1967-03-02,0.005366
1967-03-03,0.001747
1967-03-06,-0.001128
1967-03-07,0.001658
1967-03-08,0.001805
1967-03-09,0.002922
1967-03-10,0.003786
1967-03-13,-0.004797
1967-03-14,-0.000871
1967-03-15,0.008821
1967-03-16,0.009062
1967-03-17,0.001622
1967-03-20,-0.000094
1967-03-21,-0.002647
1967-03-22,0.002820
1967-03-23,0.006916
1967-03-27,-0.000327
1967-03-28,0.001198
1967-03-29,-0.001048
1967-03-30,0.000630
1967-03-31,-0.004709
1967-04-03,-0.010896
1967-04-04,0.000219
1967-04-05,0.006502
1967-04-06,0.002122
1967-04-07,-0.006065
1967-04-10,-0.012133
1967-04-11,0.007099
1967-04-12,-0.000920
1967-04-13,0.006651
1967-04-14,0.010023
1967-04-17,0.006435
1967-04-18,0.008585
1967-04-19,0.001372
1967-04-20,0.002174
1967-04-21,0.002731
1967-04-24,0.002792
1967-04-25,0.005595
1967-04-26,-0.001028
1967-04-27,0.008192
1967-04-28,0.001672
1967-05-01,-0.000553
1967-05-02,0.000035
1967-05-03,0.002784
1967-05-04,0.003437
1967-05-05,0.001344
1967-05-08,0.002289
1967-05-09,-0.010093
1967-05-10,-0.001164
1967-05-11,0.004901
1967-05-12,-0.001839
1967-05-15,-0.007075
1967-05-16,0.005055
1967-05-17,-0.002472
1967-05-18,-0.001778
1967-05-19,-0.003806
1967-05-22,-0.002996
1967-05-23,-0.004028
1967-05-24,-0.011697
1967-05-25,0.009719
1967-05-26,-0.000990
1967-05-29,-0.004639
1967-05-31,-0.016292
1967-06-01,0.011922
1967-06-02,-0.003651
1967-06-05,-0.016203
1967-06-06,0.020335
1967-06-07,0.008412
1967-06-08,0.005713
1967-06-09,0.002749
1967-06-12,0.006573
1967-06-13,0.006015
1967-06-14,-0.001644
1967-06-15,0.001901
1967-06-16,0.000580
1967-06-19,0.000546
1967-06-20,-0.000171
1967-06-21,-0.002328
1967-06-22,-0.001989
1967-06-23,0.000718
1967-06-26,-0.003752
1967-06-27,-0.003218
1967-06-28,0.000804
1967-06-29,-0.004746
1967-06-30,-0.001313
1967-07-03,0.003469
1967-07-05,0.005626
1967-07-06,-0.000348
1967-07-07,0.004876
1967-07-10,0.004709
1967-07-11,0.004479
1967-07-12,-0.000069
1967-07-13,0.000853
1967-07-14,0.003725
1967-07-17,0.000833
1967-07-18,0.006990
1967-07-19,0.001091
1967-07-20,0.001372
1967-07-21,0.000554
1967-07-24,-0.003519
1967-07-25,0.000323
1967-07-26,0.004445
1967-07-27,0.003654
1967-07-28,0.002021
1967-07-31,0.003043
1967-08-01,0.006364
1967-08-02,0.003636
1967-08-03,-0.001615
1967-08-04,0.002673
1967-08-07,-0.001638
1967-08-08,0.001059
1967-08-09,0.001266
1967-08-10,-0.002613
1967-08-11,-0.004672
1967-08-14,-0.004743
1967-08-15,0.001132
1967-08-16,-0.002219
1967-08-17,0.001350
1967-08-18,0.001648
1967-08-21,-0.004763
1967-08-22,-0.005271
1967-08-23,-0.000960
1967-08-24,-0.005053
1967-08-25,-0.004006
1967-08-28,0.000380
1967-08-29,0.002540
1967-08-30,0.002838
1967-08-31,0.006387
1967-09-01,0.001670
1967-09-05,0.005303
1967-09-06,0.001722
1967-09-07,-0.000315
1967-09-08,0.000293
1967-09-11,0.001753
1967-09-12,0.004954
1967-09-13,0.009779
1967-09-14,0.001659
1967-09-15,0.000838
1967-09-18,0.002642
1967-09-19,-0.004331
1967-09-20,0.000637
1967-09-21,0.005776
1967-09-22,0.003094
1967-09-25,0.005055
1967-09-26,-0.008342
1967-09-27,0.000773
1967-09-28,0.000901
1967-09-29,0.000010
1967-10-02,-0.003654
1967-10-03,0.003295
1967-10-04,-0.000969
1967-10-05,0.002286
1967-10-06,0.005939
1967-10-09,0.002184
1967-10-10,-0.007106
1967-10-11,-0.004422
1967-10-12,-0.005968
1967-10-13,0.002329
1967-10-16,-0.008023
1967-10-17,-0.001756
1967-10-18,0.002415
1967-10-19,0.001017
1967-10-20,-0.001070
1967-10-23,-0.004677
1967-10-24,-0.005355
1967-10-25,0.001527
1967-10-26,0.004391
1967-10-27,0.000350
1967-10-30,-0.001613
1967-10-31,-0.008785
1967-11-01,-0.011815
1967-11-02,-0.004603
1967-11-03,-0.004562
1967-11-06,-0.002756
1967-11-08,-0.003293
1967-11-09,0.004230
1967-11-10,0.006020
1967-11-13,-0.002797
1967-11-14,-0.007153
1967-11-15,0.004187
1967-11-16,0.009608
1967-11-17,0.003613
1967-11-20,-0.013491
1967-11-21,0.017027
1967-11-22,0.006584
1967-11-24,0.002618
1967-11-27,0.003551
1967-11-28,0.005027
1967-11-29,0.000802
1967-11-30,-0.004361
1967-12-01,0.005410
1967-12-04,0.006582
1967-12-05,0.001175
1967-12-06,0.003729
1967-12-07,-0.000577
1967-12-08,-0.000646
1967-12-11,-0.001496
1967-12-12,0.000031
1967-12-13,0.004332
1967-12-14,0.001875
1967-12-15,-0.005344
1967-12-18,-0.002497
1967-12-19,-0.000845
1967-12-20,0.005606
1967-12-21,0.002562
1967-12-22,-0.001118
1967-12-26,0.001602
1967-12-27,0.006870
1967-12-28,-0.000230
1967-12-29,0.006389
1968-01-02,-0.002359
1968-01-03,-0.005273
1968-01-04,-0.002824
1968-01-05,0.006380
1968-01-08,0.007121
1968-01-09,-0.001177
1968-01-10,0.001549
1968-01-11,0.002740
1968-01-12,0.002159
1968-01-15,-0.001286
1968-01-16,-0.005291
1968-01-17,-0.000820
1968-01-18,0.000276
1968-01-19,-0.003211
1968-01-22,-0.013401
1968-01-23,-0.004882
1968-01-24,-0.004131
1968-01-25,0.000629
1968-01-26,0.002269
1968-01-29,-0.001547
1968-01-30,-0.005460
1968-01-31,-0.008073
1968-02-01,0.002757
1968-02-02,-0.003104
1968-02-05,-0.004354
1968-02-06,0.000828
1968-02-07,0.001476
1968-02-08,-0.013914
1968-02-09,-0.011766
1968-02-13,-0.010077
1968-02-14,0.012401
1968-02-15,0.002632
1968-02-16,-0.003645
1968-02-19,0.003469
1968-02-20,0.006294
1968-02-21,0.004483
1968-02-23,-0.004366
1968-02-26,-0.007448
1968-02-27,0.004073
1968-02-28,-0.005044
1968-02-29,-0.008567
1968-03-01,-0.004136
1968-03-04,-0.015027
1968-03-05,-0.004120
1968-03-06,0.017832
1968-03-07,-0.001386
1968-03-08,-0.000787
1968-03-11,0.013420
1968-03-12,0.001999
1968-03-13,-0.001550
1968-03-14,-0.020272
1968-03-15,0.007679
1968-03-18,0.006554
1968-03-19,-0.006265
1968-03-20,-0.000780
1968-03-21,-0.007908
1968-03-22,0.000151
1968-03-25,-0.001122
1968-03-26,0.006736
1968-03-27,0.008512
1968-03-28,-0.000610
1968-03-29,0.006994
1968-04-01,0.023754
1968-04-02,0.002264
1968-04-03,0.008890
1968-04-04,0.004772
1968-04-05,-0.005104
1968-04-08,0.017354
1968-04-10,0.007632
1968-04-11,0.009412
1968-04-15,0.002321
1968-04-16,0.001706
1968-04-17,0.003236
1968-04-18,0.003419
1968-04-19,-0.012008
1968-04-22,-0.004735
1968-04-23,0.012812
1968-04-24,0.002918
1968-04-25,0.003661
1968-04-26,0.003654
1968-04-29,0.003094
1968-04-30,0.001721
1968-05-01,0.003429
1968-05-02,0.006381
1968-05-03,0.001209
1968-05-06,-0.001614
1968-05-07,0.006030
1968-05-08,0.000689
1968-05-09,-0.004938
1968-05-10,0.003419
1968-05-13,-0.001461
1968-05-14,-0.000311
1968-05-15,-0.000309
1968-05-16,-0.004326
1968-05-17,-0.005630
1968-05-20,-0.004433
1968-05-21,0.005959
1968-05-22,0.003349
1968-05-23,-0.000976
1968-05-24,0.003224
1968-05-27,-0.000271
1968-05-28,0.006264
1968-05-29,0.003296
1968-05-31,0.007783
1968-06-03,0.012509
1968-06-04,0.005496
1968-06-05,-0.004303
1968-06-06,0.009123
1968-06-07,0.007046
1968-06-10,0.001388
1968-06-11,0.002532
1968-06-13,-0.003966
1968-06-14,-0.001305
1968-06-17,-0.010880
1968-06-18,-0.001011
1968-06-20,0.005280
1968-06-21,0.001841
1968-06-24,-0.003445
1968-06-25,-0.004052
1968-06-27,-0.001370
1968-06-28,-0.003138
1968-07-01,-0.002009
1968-07-02,0.004284
1968-07-03,0.012585
1968-07-08,0.010921
1968-07-09,0.002967
1968-07-11,0.001311
1968-07-12,-0.000375
1968-07-15,-0.001332
1968-07-16,-0.005013
1968-07-18,-0.002922
1968-07-19,-0.008977
1968-07-22,-0.013782
1968-07-23,-0.002267
1968-07-25,-0.012571
1968-07-26,0.002692
1968-07-29,-0.008440
1968-07-30,0.001423
1968-08-01,-0.005011
1968-08-02,-0.005157
1968-08-05,0.004084
1968-08-06,0.004866
1968-08-08,-0.002057
1968-08-09,0.000421
1968-08-12,0.009895
1968-08-13,0.004459
1968-08-15,-0.003372
1968-08-16,0.005998
1968-08-19,0.003612
1968-08-20,0.000224
1968-08-22,-0.002825
1968-08-23,0.000671
1968-08-26,0.002424
1968-08-27,-0.001551
1968-08-29,-0.000982
1968-08-30,0.002374
1968-09-03,0.003944
1968-09-04,0.006245
1968-09-05,0.007159
1968-09-06,0.004467
1968-09-09,0.001467
1968-09-10,-0.004641
1968-09-12,-0.001881
1968-09-13,0.003939
1968-09-16,0.004098
1968-09-17,0.002690
1968-09-19,0.002093
1968-09-20,0.001425
1968-09-23,0.005681
1968-09-24,0.003887
1968-09-26,-0.001531
1968-09-27,0.000915
1968-09-30,0.004192
1968-10-01,0.001954
1968-10-03,0.003881
1968-10-04,0.003092
1968-10-07,-0.000003
1968-10-08,-0.000191
1968-10-10,-0.004148
1968-10-11,0.000301
1968-10-14,0.001828
1968-10-15,0.002143
1968-10-17,0.005068
1968-10-18,0.007026
1968-10-21,0.001628
1968-10-22,-0.003111
1968-10-24,-0.005804
1968-10-25,0.003160
1968-10-28,-0.003147
1968-10-29,-0.005400
1968-10-31,0.000815
1968-11-01,-0.003411
1968-11-04,0.000414
1968-11-06,0.001840
1968-11-07,0.002897
1968-11-08,0.005535
1968-11-12,0.007622
1968-11-13,0.005827
1968-11-14,0.001307
1968-11-15,0.005847
1968-11-18,0.001804
1968-11-19,0.003037
1968-11-21,-0.000307
1968-11-22,0.004771
1968-11-25,0.002949
1968-11-26,0.006874
1968-11-27,0.004357
1968-11-29,0.005942
1968-12-02,-0.001407
1968-12-03,-0.000686
1968-12-05,-0.002470
1968-12-06,0.002888
1968-12-09,-0.001392
1968-12-10,-0.001568
1968-12-12,-0.000306
1968-12-13,0.003018
1968-12-16,-0.003693
1968-12-17,-0.004346
1968-12-19,0.002375
1968-12-20,-0.004490
1968-12-23,-0.010253
1968-12-24,-0.000918
1968-12-26,0.001382
1968-12-27,-0.003591
1968-12-30,-0.009981
1968-12-31,0.001111
1969-01-02,0.001054
1969-01-03,0.000122
1969-01-06,-0.014784
1969-01-07,-0.013493
1969-01-08,-0.005044
1969-01-09,0.004169
1969-01-10,-0.002629
1969-01-13,-0.006918
1969-01-14,0.007439
1969-01-15,0.006343
1969-01-16,0.005806
1969-01-17,-0.000685
1969-01-20,-0.001523
1969-01-21,-0.000957
1969-01-22,0.004045
1969-01-23,0.005481
1969-01-24,-0.000234
1969-01-27,0.000244
1969-01-28,0.000271
1969-01-29,0.001005
1969-01-30,-0.000016
1969-01-31,0.003800
1969-02-03,-0.000563
1969-02-04,0.000377
1969-02-05,0.001466
1969-02-06,0.003314
1969-02-07,0.001073
1969-02-11,0.000915
1969-02-12,-0.000329
1969-02-13,0.000706
1969-02-14,-0.000707
1969-02-17,-0.012435
1969-02-18,-0.011795
1969-02-19,-0.007788
1969-02-20,-0.009176
1969-02-24,-0.012579
1969-02-25,-0.007291
1969-02-26,0.004223
1969-02-27,-0.004366
1969-02-28,-0.000069
1969-03-03,0.001717
1969-03-04,0.010004
1969-03-05,0.003601
1969-03-06,-0.011575
1969-03-07,-0.001681
1969-03-10,0.003712
1969-03-11,0.004220
1969-03-12,-0.002623
1969-03-13,-0.006992
1969-03-14,-0.004827
1969-03-17,0.002221
1969-03-18,0.003144
1969-03-19,0.007123
1969-03-20,0.006581
1969-03-21,-0.001740
1969-03-24,-0.001368
1969-03-25,0.001506
1969-03-26,0.006519
1969-03-27,0.007121
1969-03-28,0.004108
1969-04-01,-0.001097
1969-04-02,-0.006768
1969-04-03,-0.000530
1969-04-07,-0.008552
1969-04-08,0.002431
1969-04-09,0.008183
1969-04-10,0.004647
1969-04-11,0.001178
1969-04-14,-0.001027
1969-04-15,-0.000700
1969-04-16,-0.008500
1969-04-17,0.001435
1969-04-18,0.004121
1969-04-21,-0.007398
1969-04-22,0.001858
1969-04-23,0.001276
1969-04-24,0.004366
1969-04-25,0.004670
1969-04-28,0.003699
1969-04-29,0.008457
1969-04-30,0.008935
1969-05-01,-0.000557
1969-05-02,0.004740
1969-05-05,0.004819
1969-05-06,0.004599
1969-05-07,-0.001617
1969-05-08,0.003739
1969-05-09,0.000982
1969-05-12,-0.001551
1969-05-13,0.004410
1969-05-14,0.007210
1969-05-15,-0.002767
1969-05-16,0.000456
1969-05-19,-0.008291
1969-05-20,-0.008132
1969-05-21,0.004428
1969-05-22,0.002050
1969-05-23,0.000050
1969-05-26,-0.001596
1969-05-27,-0.007757
1969-05-28,-0.002409
1969-05-29,0.002571
1969-06-02,-0.004721
1969-06-03,-0.003043
1969-06-04,-0.000365
1969-06-05,0.000843
1969-06-06,-0.006642
1969-06-09,-0.009556
1969-06-10,-0.007658
1969-06-11,-0.009927
1969-06-12,-0.013992
1969-06-13,0.003343
1969-06-16,-0.003867
1969-06-17,-0.005053
1969-06-18,-0.001961
1969-06-19,-0.008486
1969-06-20,-0.007028
1969-06-23,-0.006658
1969-06-24,0.011089
1969-06-25,-0.004069
1969-06-26,0.001958
1969-06-27,0.000923
1969-06-30,0.004847
1969-07-01,0.004875
1969-07-02,0.009085
1969-07-03,0.007779
1969-07-07,-0.006503
1969-07-08,-0.013697
1969-07-09,-0.007830
1969-07-10,-0.015861
1969-07-11,0.003073
1969-07-14,-0.013474
1969-07-15,-0.004222
1969-07-16,0.010889
1969-07-17,0.005329
1969-07-18,-0.007512
1969-07-22,-0.015375
1969-07-23,-0.005129
1969-07-24,-0.003973
1969-07-25,-0.010021
1969-07-28,-0.022513
1969-07-29,-0.008916
1969-07-30,0.005460
1969-07-31,0.022414
1969-08-01,0.019937
1969-08-04,-0.005092
1969-08-05,0.004302
1969-08-06,0.006863
1969-08-07,0.001223
1969-08-08,0.000074
1969-08-11,-0.005705
1969-08-12,-0.008044
1969-08-13,0.000487
1969-08-14,0.007898
1969-08-15,0.008121
1969-08-18,0.007598
1969-08-19,0.005615
1969-08-20,-0.000056
1969-08-21,0.002618
1969-08-22,0.006663
1969-08-25,-0.008998
1969-08-26,-0.007066
1969-08-27,0.002864
1969-08-28,0.004220
1969-08-29,0.007542
1969-09-02,-0.000740
1969-09-03,-0.006656
1969-09-04,-0.008322
1969-09-05,-0.006092
1969-09-08,-0.010367
1969-09-09,0.007667
1969-09-10,0.016643
1969-09-11,-0.006564
1969-09-12,0.000797
1969-09-15,0.006495
1969-09-16,0.001628
1969-09-17,-0.002702
1969-09-18,0.003360
1969-09-19,0.003881
1969-09-22,0.004287
1969-09-23,-0.000056
1969-09-24,-0.001608
1969-09-25,-0.007090
1969-09-26,-0.006588
1969-09-29,-0.006822
1969-09-30,-0.002984
1969-10-01,-0.006157
1969-10-02,0.008647
1969-10-03,-0.000589
1969-10-06,0.001714
1969-10-07,-0.002108
1969-10-08,-0.005068
1969-10-09,0.003498
1969-10-10,0.006617
1969-10-13,0.012835
1969-10-14,0.012841
1969-10-15,0.000790
1969-10-16,0.007169
1969-10-17,-0.000520
1969-10-20,0.003228
1969-10-21,0.008227
1969-10-22,0.006508
1969-10-23,-0.003182
1969-10-24,0.006998
1969-10-27,-0.000781
1969-10-28,-0.002677
1969-10-29,-0.008747
1969-10-30,0.001936
1969-10-31,0.003446
1969-11-03,-0.000447
1969-11-04,0.000877
1969-11-05,0.004763
1969-11-06,0.001694
1969-11-07,0.006571
1969-11-10,0.001121
1969-11-11,-0.003074
1969-11-12,-0.001167
1969-11-13,-0.005863
1969-11-14,-0.003860
1969-11-17,-0.007572
1969-11-18,-0.000689
1969-11-19,-0.005179
1969-11-20,-0.011027
1969-11-21,-0.006674
1969-11-24,-0.010416
1969-11-25,-0.002093
1969-11-26,0.003807
1969-11-28,0.006737
1969-12-01,-0.007177
1969-12-02,-0.006430
1969-12-03,-0.011929
1969-12-04,0.004090
1969-12-05,-0.003296
1969-12-08,-0.012398
1969-12-09,-0.001611
1969-12-10,-0.000511
1969-12-11,0.001058
1969-12-12,0.003227
1969-12-15,-0.002409
1969-12-16,-0.009796
1969-12-17,-0.005192
1969-12-18,0.016007
1969-12-19,0.008259
1969-12-22,-0.009566
1969-12-23,-0.005040
1969-12-24,0.012032
1969-12-26,0.008328
1969-12-29,-0.006958
1969-12-30,0.004125
1969-12-31,0.006069
1970-01-02,0.012137
1970-01-05,0.006375
1970-01-06,-0.007233
1970-01-07,-0.001272
1970-01-08,0.000564
1970-01-09,-0.002797
1970-01-12,-0.007766
1970-01-13,0.000737
1970-01-14,-0.002005
1970-01-15,0.000586
1970-01-16,-0.007462
1970-01-19,-0.013079
1970-01-20,0.001938
1970-01-21,0.001017
1970-01-22,0.001430
1970-01-23,-0.010282
1970-01-26,-0.011105
1970-01-27,-0.006204
1970-01-28,-0.009347
1970-01-29,-0.012877
1970-01-30,-0.008310
1970-02-02,0.008193
1970-02-03,0.012877
1970-02-04,-0.007084
1970-02-05,-0.003650
1970-02-06,0.006175
1970-02-09,0.008327
1970-02-10,-0.009082
1970-02-11,0.009372
1970-02-12,-0.001901
1970-02-13,-0.001460
1970-02-16,-0.000427
1970-02-17,-0.001850
1970-02-18,0.012109
1970-02-19,0.003125
1970-02-20,0.003433
1970-02-24,0.000125
1970-02-25,0.015230
1970-02-26,-0.004799
1970-02-27,0.007382
1970-03-02,0.001419
1970-03-03,0.005898
1970-03-04,-0.002036
1970-03-05,0.000019
1970-03-06,-0.006687
1970-03-09,-0.010391
1970-03-10,0.001629
1970-03-11,-0.000948
1970-03-12,-0.004613
1970-03-13,-0.006061
1970-03-16,-0.011047
1970-03-17,0.003957
1970-03-18,0.002744
1970-03-19,-0.002558
1970-03-20,-0.004938
1970-03-23,-0.001172
1970-03-24,0.010165
1970-03-25,0.021530
1970-03-26,0.001617
1970-03-30,-0.002582
1970-03-31,-0.000239
1970-04-01,0.004733
1970-04-02,-0.003671
1970-04-03,-0.004513
1970-04-06,-0.007911
1970-04-07,-0.003404
1970-04-08,-0.001822
1970-04-09,-0.000869
1970-04-10,-0.004459
1970-04-13,-0.008718
1970-04-14,-0.008662
1970-04-15,-0.002815
1970-04-16,-0.010950
1970-04-17,-0.003290
1970-04-20,0.002344
1970-04-21,-0.005541
1970-04-22,-0.014712
1970-04-23,-0.016257
1970-04-24,-0.004807
1970-04-27,-0.018022
1970-04-28,-0.014461
1970-04-29,0.020805
1970-04-30,-0.003427
1970-05-01,-0.001107
1970-05-04,-0.025519
1970-05-05,-0.010950
1970-05-06,0.012167
1970-05-07,0.006315
1970-05-08,-0.005080
1970-05-11,-0.010749
1970-05-12,-0.008986
1970-05-13,-0.017406
1970-05-14,-0.015238
1970-05-15,0.018802
1970-05-18,0.001300
1970-05-19,-0.019802
1970-05-20,-0.026236
1970-05-21,-0.020073
1970-05-22,-0.000755
1970-05-25,-0.032155
1970-05-26,-0.013322
1970-05-27,0.052971
1970-05-28,0.026665
1970-05-29,0.027087
1970-06-01,0.019024
1970-06-02,0.001177
1970-06-03,0.011289
1970-06-04,-0.014946
1970-06-05,-0.016787
1970-06-08,0.001479
1970-06-09,0.000311
1970-06-10,-0.009940
1970-06-11,-0.014009
1970-06-12,-0.003877
1970-06-15,0.002989
1970-06-16,0.022879
1970-06-17,-0.002092
1970-06-18,0.006074
1970-06-19,0.006925
1970-06-22,-0.006442
1970-06-23,-0.024444
1970-06-24,-0.011363
1970-06-25,-0.000475
1970-06-26,-0.007703
1970-06-29,-0.008364
1970-06-30,-0.002820
1970-07-01,0.003226
1970-07-02,-0.002009
1970-07-06,-0.015521
1970-07-07,-0.008552
1970-07-08,0.023686
1970-07-09,0.016037
1970-07-10,0.006852
1970-07-13,-0.000385
1970-07-14,-0.001250
1970-07-15,0.010221
1970-07-16,0.013513
1970-07-17,0.016899
1970-07-20,0.001632
1970-07-21,-0.009735
1970-07-22,0.001529
1970-07-23,0.012200
1970-07-24,-0.001970
1970-07-27,-0.001621
1970-07-28,0.002954
1970-07-29,0.004010
1970-07-30,0.000734
1970-07-31,-0.000256
1970-08-03,-0.011819
1970-08-04,0.002112
1970-08-05,-0.000491
1970-08-06,-0.001694
1970-08-07,0.003037
1970-08-10,-0.013927
1970-08-11,-0.005434
1970-08-12,-0.004501
1970-08-13,-0.008659
1970-08-14,0.004214
1970-08-17,0.001740
1970-08-18,0.010721
1970-08-19,0.009411
1970-08-20,0.007566
1970-08-21,0.020879
1970-08-24,0.023670
1970-08-25,0.003943
1970-08-26,0.003281
1970-08-27,-0.000936
1970-08-28,0.010095
1970-08-31,-0.003267
1970-09-01,-0.006034
1970-09-02,0.000110
1970-09-03,0.014842
1970-09-04,0.010800
1970-09-08,0.003839
1970-09-09,-0.002586
1970-09-10,-0.005566
1970-09-11,0.003723
1970-09-14,-0.004785
1970-09-15,-0.009554
1970-09-16,0.005965
1970-09-17,0.008380
1970-09-18,0.004582
1970-09-21,-0.008004
1970-09-22,-0.003281
1970-09-23,0.013467
1970-09-24,0.014618
1970-09-25,0.001850
1970-09-28,-0.000453
1970-09-29,0.006009
1970-09-30,-0.000781
1970-10-01,0.001389
1970-10-02,0.010870
1970-10-05,0.014690
1970-10-06,0.002339
1970-10-07,-0.000106
1970-10-08,-0.011245
1970-10-09,-0.009313
1970-10-12,-0.009741
1970-10-13,-0.002146
1970-10-14,0.001531
1970-10-15,0.004294
1970-10-16,-0.005698
1970-10-19,-0.013716
1970-10-20,0.005594
1970-10-21,-0.000531
1970-10-22,-0.004130
1970-10-23,0.004982
1970-10-26,-0.005040
1970-10-27,-0.002732
1970-10-28,0.003058
1970-10-29,-0.001735
1970-10-30,-0.000603
1970-11-02,0.003598
1970-11-03,0.008719
1970-11-04,0.002214
1970-11-05,-0.001649
1970-11-06,0.001097
1970-11-09,0.005170
1970-11-10,0.001617
1970-11-11,0.003074
1970-11-12,-0.011069
1970-11-13,-0.009395
1970-11-16,-0.001384
1970-11-17,0.000824
1970-11-18,-0.007519
1970-11-19,0.001180
1970-11-20,0.009683
1970-11-23,0.006372
1970-11-24,0.006127
1970-11-25,0.004692
1970-11-27,0.010012
1970-11-30,0.016698
1970-12-01,0.003059
1970-12-02,0.012166
1970-12-03,0.004659
1970-12-04,0.005921
1970-12-07,0.005818
1970-12-08,-0.004887
1970-12-09,0.000366
1970-12-10,0.003534
1970-12-11,0.003886
1970-12-14,-0.005731
1970-12-15,-0.001457
1970-12-16,0.001227
1970-12-17,0.003224
1970-12-18,0.002381
1970-12-21,-0.002625
1970-12-22,0.001325
1970-12-23,0.001690
1970-12-24,0.006854
1970-12-28,0.005500
1970-12-29,0.011284
1970-12-30,0.001899
1970-12-31,-0.000804
1971-01-04,-0.009419
1971-01-05,0.008244
1971-01-06,0.007569
1971-01-07,0.000709
1971-01-08,-0.001082
1971-01-11,-0.000889
1971-01-12,0.009861
1971-01-13,-0.000679
1971-01-14,0.003109
1971-01-15,0.003152
1971-01-18,0.003572
1971-01-19,0.003151
1971-01-20,0.000952
1971-01-21,0.004824
1971-01-22,0.006725
1971-01-25,0.004765
1971-01-26,0.002928
1971-01-27,-0.007022
1971-01-28,0.003853
1971-01-29,0.006744
1971-02-01,0.006799
1971-02-02,0.000694
1971-02-03,0.003095
1971-02-04,0.001727
1971-02-05,0.004561
1971-02-08,0.006016
1971-02-09,-0.000209
1971-02-10,-0.000792
1971-02-11,0.005158
1971-02-12,0.005964
1971-02-16,0.002556
1971-02-17,-0.004444
1971-02-18,-0.006688
1971-02-19,-0.009063
1971-02-22,-0.010391
1971-02-23,0.005327
1971-02-24,0.007343
1971-02-25,0.001649
1971-02-26,-0.002286
1971-03-01,0.003142
1971-03-02,0.000543
1971-03-03,0.000277
1971-03-04,0.010583
1971-03-05,0.010727
1971-03-08,0.004856
1971-03-09,0.001664
1971-03-10,-0.001047
1971-03-11,-0.000092
1971-03-12,0.001690
1971-03-15,0.011371
1971-03-16,0.004799
1971-03-17,0.000264
1971-03-18,0.001216
1971-03-19,-0.001629
1971-03-22,-0.003795
1971-03-23,-0.003109
1971-03-24,-0.005728
1971-03-25,0.000277
1971-03-26,0.003929
1971-03-29,0.000962
1971-03-30,0.002185
1971-03-31,0.001241
1971-04-01,0.000741
1971-04-02,0.002131
1971-04-05,0.001898
1971-04-06,0.005980
1971-04-07,0.004345
1971-04-08,0.001526
1971-04-12,0.006853
1971-04-13,0.000549
1971-04-14,0.003648
1971-04-15,0.001503
1971-04-16,0.000113
1971-04-19,0.004077
1971-04-20,-0.004705
1971-04-21,-0.002433
1971-04-22,0.002576
1971-04-23,0.004991
1971-04-26,0.000125
1971-04-27,0.004420
1971-04-28,0.003288
1971-04-29,-0.002336
1971-04-30,-0.006378
1971-05-03,-0.005664
1971-05-04,0.005786
1971-05-05,-0.000205
1971-05-06,-0.005595
1971-05-07,-0.003123
1971-05-10,-0.004755
1971-05-11,0.003133
1971-05-12,0.002707
1971-05-13,-0.001707
1971-05-14,-0.004182
1971-05-17,-0.015167
1971-05-18,0.000831
1971-05-19,0.002422
1971-05-20,0.002608
1971-05-21,-0.003283
1971-05-24,-0.008015
1971-05-25,-0.006222
1971-05-26,0.001593
1971-05-27,-0.000991
1971-05-28,0.002846
1971-06-01,0.006203
1971-06-02,0.008374
1971-06-03,0.002026
1971-06-04,0.002680
1971-06-07,-0.001298
1971-06-08,-0.007663
1971-06-09,-0.000440
1971-06-10,0.002965
1971-06-11,0.003488
1971-06-14,-0.007830
1971-06-15,0.000235
1971-06-16,0.001684
1971-06-17,-0.000197
1971-06-18,-0.014834
1971-06-21,-0.011770
1971-06-22,-0.002654
1971-06-23,0.008747
1971-06-24,-0.001639
1971-06-25,-0.001923
1971-06-28,-0.002347
1971-06-29,0.011233
1971-06-30,0.009344
1971-07-01,0.001055
1971-07-02,0.000654
1971-07-06,0.000870
1971-07-07,0.003733
1971-07-08,0.003509
1971-07-09,0.003400
1971-07-12,0.001173
1971-07-13,-0.012598
1971-07-14,-0.001580
1971-07-15,0.000563
1971-07-16,-0.001667
1971-07-19,-0.002099
1971-07-20,0.003868
1971-07-21,-0.000478
1971-07-22,-0.002214
1971-07-23,-0.001432
1971-07-26,-0.003101
1971-07-27,-0.009561
1971-07-28,-0.008094
1971-07-29,-0.012548
1971-07-30,-0.004472
1971-08-02,0.005307
1971-08-03,-0.016479
1971-08-04,-0.005796
